TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,158,0.3,2,117,1897,256523,1773352917618,0.8773946360153256,111111111111111111111111111110000000000001111111111111111111001111111000011111110111001111111111111111111111111111111111111110111110111111111111111111111111111111111111111111111101111111111111000011111111110010011111111111111111111111111111111111111111111111111,0.7900552486187845,1111111111111111111111111111111111111111111111111111110001110110000000000110111111111100001101111111000111001111111111111111011111000111111011011101111111111110111100000111111111111,1.0,111111111111111111111111111111111111111111111,8,1,34,4,0.8878326996197718,1111111111111111110001111111100000000011111111111111111111111111111111111111111111111011111111111111111111111111111101111011111111111111111111111111111111101000011111111111111111110111111111111111111111111111111110000000000000000000111111111111111111111111111111111111111111111111011111111010111111110101111111111111111111111111001000111111111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111100000011111111111111111111111111111111111111111111111111110111111111111111111111,0.7272727272727273,1111101101011101111100101101100110101111011101110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.7790055248618785,1111111111111111111111111111111111111111111111111111000111101110000000000110111111111010001011111110100101110111111111111110111110001111111010111011111111111100111010000101111111111
